X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	X_La62Al14Cu24_Pd_[¦Ìm]	Y_La62Al14Cu24_Fn_[mN]	
0.0307791313659598	0.0976547661594645	0.0411341792732688	0.161359850220054	0.0491954319250748	0.221013579410089	0.0528072139603222	0.282892550991364	0.0659959286880427	0.331594516576668	0.0741696660230393	0.389627373490021	0.0692836108367818	0.453514622054765	0.0760853137929741	0.507616182849463	0.0902837575377927	0.556692929355694	0.0906207779330109	0.631200164240183	0.136329390241269	1.21645455371606	0.169332997849026	1.78625084364725	0.205058442301566	2.36340265162076	0.225775154285811	2.94306307687427	0.255134864568141	3.52429598565065	0.285443511490262	4.07490742071971	0.304316400542464	4.67325567109937	0.321607061111024	5.24821727769186	0.333293161386319	5.8689191478166	0.374431668617468	6.96243243182282	0.417615252328383	8.74411153504072	0.478322607207463	10.5340660096489	0.488942934596359	11.7034630741713	0.54837095316514	14.5520251672088	0.609639217413589	17.4767891087796	0.721883886853853	23.3514979486166	0.811752566925991	29.0162083953487	0.883691351564044	35.000410349438	0.95068039485024	40.6030625377258	1.05015735711561	47.7168892903439	1.10718623301332	55.0209315757337	1.15100306465089	58.3077019318249	1.25285885337883	69.5797623213971	1.41669352726202	87.4456158646718	1.5251658583183	101.430560479358	1.63645490341284	115.908816542995	1.82266553776402	143.814320888342	2.00921176384933	174.728096898434	2.16492681301904	202.788219137427	2.34896210336299	234.370956084796	2.34286563464626	248.294302561661	2.44237987148503	253.248226620021	2.51216166855058	264.329081157192	2.6411279746804	289.977259301147	2.64756798232182	289.018986028416	2.65950611106162	293.572267936253	
0.0308846747659217	0.0972346232829468	0.0414062901133875	0.161914350923494	0.0492049085310171	0.221744463869633	0.0529959711984256	0.284795417543905	0.0663240925118658	0.333232159934854	0.0743883432067359	0.392464036398413	0.0694974155532149	0.455053748951535	0.0761274147422907	0.509521726954278	0.0906028410537994	0.560457917100071	0.0911379385252837	0.634619107456867	0.13676165030909	1.2230486664771	0.16984834915219	1.79639399374093	0.2062325016343	2.37802837346848	0.226466753747508	2.95969184065421	0.255795022658216	3.54383652932182	0.286261082508095	4.09829199813503	0.305160919216076	4.70001210173593	0.323345499681477	5.27838141746707	0.334194581287866	5.90191869903556	0.375552556570199	7.00172865466968	0.419402874873561	8.79402669737897	0.479337882915096	10.594934456267	0.490106542618343	11.7703059548217	0.549483181892957	14.6347126380686	0.610947443949776	17.5776494761747	0.723219644705641	23.486273357278	0.813061801321929	29.1842972109218	0.885216328531652	35.200681946371	0.952204943621881	40.8371746701226	1.05186871612271	47.9837429976187	1.10881574305585	55.3195620077451	1.15300408922575	58.6405789559234	1.25499349477172	69.9793667421523	1.41917871682548	87.9458850750908	1.53028125864346	102.017710905991	1.63974432125555	116.579540128214	1.82695873027786	144.647280858353	2.01321587935899	175.727890261248	2.17595903742222	203.951835858624	2.35503701613554	235.708484250026	2.34981892083801	249.70657494789	2.45339875204354	254.677158503673	2.52430941802188	265.828912762437	2.65032427374852	291.55579883608	2.65200836614794	290.667412006028	2.66400197038012	295.234373179192	
0.0311125244307222	0.0970222089864475	0.0415273367076861	0.163350101019391	0.0491336657211916	0.222492956145768	0.0529328606216714	0.286076102438493	0.0666017492484166	0.335171115235447	0.0744216617899738	0.393517507699418	0.0697043015673548	0.457567795914637	0.0762172877842406	0.511191064382327	0.0907709997880881	0.563709513299577	0.0915310970176228	0.63887251566077	0.137116865485639	1.22929493027305	0.170261805290397	1.80685472481748	0.206951456866067	2.39167411118361	0.227068217097727	2.97728196211613	0.256569824430023	3.56517731944421	0.286717862072904	4.12117086741634	0.306019101451271	4.72655712215808	0.324358823575675	5.30874579158632	0.335013576620959	5.93607122754712	0.377153952248712	7.04035339397213	0.4210379786697	8.84345198406624	0.480356435917773	10.6548622671293	0.491071907841027	11.839152110235	0.550436881063435	14.7179011604497	0.612058914452939	17.677014139586	0.724647058046023	23.6185360577525	0.814452753205848	29.3514826436405	0.887493952972543	35.4005474866806	0.953676988073344	41.0710968127233	1.05350214221082	48.2500341860852	1.11026360811177	55.620200371132	1.15510214052046	58.9740743781821	1.25916746394489	70.376564625489	1.42171625225332	88.4456550966334	1.53400063600689	102.604347242587	1.64281025597574	117.247737966731	1.83548575895801	145.474310166491	2.01659230494204	176.729069431986	2.1815575413741	205.12399094478	2.3597065402813	237.0436580319	2.36019931867527	251.117491328514	2.46649568196946	256.107550701053	2.52920038550725	267.332529262445	2.65906168505472	293.134815208148	2.65608045230263	292.315361146505	2.67516229466999	296.885958202827	
0.0312354140396414	0.0982177069733357	0.0414743936472621	0.163000040163284	0.0492984298632701	0.223310686431271	0.0529946165577209	0.286973140658224	0.0669904364319638	0.336389139586039	0.0745026517782309	0.395341648394313	0.0697858997208956	0.460131494010141	0.0764134872006832	0.513705460591378	0.0909694749494553	0.566203827866567	0.0915648542654333	0.642360551367676	0.137501225820157	1.23512791969613	0.170697209209286	1.81611637813616	0.207586041097209	2.40547351711625	0.227846651953091	2.99412423158615	0.257174674814187	3.58527688946424	0.287380796732435	4.14477803091642	0.306605058164157	4.75369446370956	0.325321219678	5.33907105015929	0.335819051629882	5.96900279222136	0.380159130418383	7.0792039789882	0.422221471965404	8.89334106937363	0.481448137585887	10.7154466603756	0.492052372858586	11.9070669431179	0.551554318617307	14.8007963162338	0.61317907166662	17.7781874313513	0.726239124573042	23.7504523062456	0.815937521252559	29.5172859937241	0.894378462629045	35.5951938955301	0.955167101215986	41.3039572476392	1.05505206963324	48.5168506404589	1.11198878994531	55.9193560690506	1.15716525524521	59.3067800389351	1.26865538540447	70.7714677301109	1.4281951184821	88.9405226363762	1.53687518294226	103.190082058974	1.64611413382964	117.914833119372	1.84870257770819	146.301533189716	2.02247266306079	177.724764975666	2.18523405327646	206.293895955703	2.36385762264342	238.379129836984	2.37081295869075	252.528839842793	2.48021454060815	257.535052073299	2.53387288300493	268.828963403099	2.66556302316469	294.714636242882	2.66376253278222	293.956664369404	2.69297094951261	298.542848039595	
0.0312824299041614	0.0987225710962889	0.0417935895782733	0.163367141311314	0.0497390425296435	0.223685863891869	0.053071533907274	0.288596406724847	0.0672337397520151	0.338528009088544	0.0748907936374837	0.397465442113357	0.0699489238322568	0.462433374059291	0.076772409498022	0.516986568073565	0.0914098758301614	0.568696861865078	0.0915088420081697	0.645417617573649	0.137789945391259	1.24239910393676	0.171152846486598	1.82540701886859	0.208343468534125	2.41865871584011	0.228711675293957	3.01137535164702	0.257618304409803	3.60550498199346	0.288105149711941	4.16811091993129	0.307432347940531	4.77993587298682	0.326215427985039	5.36915323355183	0.336577668010638	6.00213086594951	0.382487004959908	7.11990277356581	0.423274674277417	8.94328882800044	0.482292978683336	10.775358638755	0.493075685175738	11.9739712910553	0.552615105014989	14.8840425806118	0.614730791064469	17.8770175156302	0.731748489340181	23.8790493212405	0.81742681945019	29.6832625697983	0.901107408719946	35.7947874896609	0.956969348869439	41.5373131461414	1.05659703097011	48.7833057416907	1.1138415131374	56.2186645038641	1.15943160664606	59.6398396022496	1.27599414357311	71.17119136015	1.44178103337351	89.4328197259351	1.53948122825737	103.773276227498	1.65047580692349	118.581399280815	1.85516251644664	147.140289711156	2.03609384657299	178.71475337488	2.18916161674765	207.458943188307	2.37007350061078	239.70762789896	2.37714960028449	253.945731588772	2.48925445658189	258.972119990576	2.5391805088095	270.322387509335	2.6713211831401	296.291119417667	2.67753865518047	295.589146105297	2.70137432222079	300.215354292553	
0.0311890162524421	0.0983532798851214	0.041948294924293	0.16472841470861	0.0499515212871997	0.224842159020994	0.0533555852617995	0.290253811582975	0.0673551860845152	0.340513850657776	0.0751911862544306	0.399419269470607	0.0702101970563551	0.464498407147435	0.0768519375164697	0.519787986244948	0.0915444298963783	0.571482098307496	0.0917535964335678	0.648961590840035	0.138277170179255	1.24959031085509	0.171559225542377	1.83615273463944	0.208984739338318	2.43153075736312	0.229499014509928	3.02784974871754	0.258253419241604	3.62536706476824	0.288610278006487	4.19180842171681	0.307931734095876	4.80648508436036	0.327094409799499	5.39915997981941	0.337136152995058	6.03568455407404	0.38403157108739	7.16066256976915	0.424428169149048	8.99302890170298	0.483251810454054	10.8345060013369	0.494147162583279	12.038983191611	0.553851181243189	14.9674415818848	0.617079485185346	17.9755477140543	0.740538352648294	24.0104086388605	0.818760023635807	29.8503958484552	0.904081203431521	35.9974060193703	0.960068280899105	41.7686722891384	1.05809786281484	49.0499508327188	1.11563347391382	56.5185093804551	1.16262968420379	59.9711371033366	1.27923839633404	71.5750649633845	1.44952762744827	89.9333124537613	1.5425990409223	104.354704608504	1.65658381117706	119.246952163346	1.85845409750121	147.975827581932	2.0463853839085	179.713697371546	2.1928984712051	208.625689153207	2.38486964076137	241.030687037358	2.38316318771208	255.359911323543	2.49399063467528	260.409277314817	2.54423881560792	271.821533661198	2.67726242923649	297.873920684499	2.68698714477246	297.237840303797	2.70562707998445	301.884671697166	
0.0311174238706882	0.0980500179861664	0.0419682910050074	0.164856442452708	0.0497246344222222	0.226795258782517	0.0535198585386721	0.29143272038729	0.0674402597680219	0.342428300534288	0.0752741857806951	0.40161166091478	0.0703070437107932	0.466917459212439	0.0770337625539229	0.52280075642307	0.0914612188114543	0.573679029949004	0.0923128754170857	0.651837922267456	0.13890816376897	1.25609513306853	0.172087807021984	1.84587085241332	0.209482459960037	2.44517672790888	0.230120202102355	3.04373880957772	0.259647383290666	3.64419654368747	0.289344646044814	4.21503513996322	0.30869759838109	4.83307247995765	0.327935144826708	5.4296468228514	0.33779816331692	6.06853509368814	0.385338555984387	7.20117975645334	0.425442859535005	9.04383440838027	0.484508436734038	10.894303427045	0.495172845401608	12.1049198954394	0.555385829375985	15.0505379033354	0.619499888758134	18.0754842094993	0.744333259513624	24.1487044466867	0.820150024301771	30.0179985136674	0.906289827105274	36.1983369926548	0.968064498045519	41.9966488687051	1.06067206455833	49.3149344443526	1.11756894026236	56.8180264315155	1.1671187094002	60.3032355417998	1.28164832553973	71.977560209274	1.45226709927455	90.437344207203	1.54580857993199	104.937459192794	1.66132149923628	119.914129272369	1.8613872226415	148.807967988116	2.0508317108016	180.716068635124	2.19889670947649	209.788635322182	2.39669949452275	242.367082714392	2.39115784235976	256.772213512093	2.49841475300523	261.842917965182	2.54950886181891	273.322408347677	2.68351477914609	299.456155707232	2.6921445298341	298.892167140962	2.71146024993739	303.547790219018	
0.0312845625048069	0.097860195536986	0.0423608490402152	0.166019475118263	0.0497590930694409	0.227816774079198	0.0537087463947688	0.292029407090973	0.0677246320766815	0.343149900872358	0.0753859055693768	0.403092260011281	0.0705615203988388	0.468735750037689	0.0775213333369953	0.524258276183114	0.0917976398984039	0.576872302075045	0.0929240113730119	0.654556510941294	0.139276732641528	1.26295490558136	0.17250247066939	1.85562517535057	0.210185989707604	2.45846320795792	0.230878055011077	3.05949050036467	0.261587631893653	3.66396991799123	0.290019227286073	4.23813706099057	0.310282203282713	4.85997978484412	0.328917187452371	5.45904820947423	0.338541727213989	6.10212137810123	0.386085357429392	7.24104408604372	0.426362563790006	9.09407925889428	0.4859308390992	10.9538940991514	0.496119473930355	12.172412839216	0.557004905133819	15.1329143124701	0.621902810448636	18.1751617972808	0.745696604086018	24.2827347973238	0.821698443752986	30.1839341115503	0.909097900548739	36.3983403686989	0.974383257042266	42.2326720749342	1.06927057442681	49.5749447936742	1.12051889827596	57.1157665191879	1.17093289263739	60.6375766049161	1.28382507068172	72.3790421762505	1.45452550055644	90.9408544200276	1.54873548241749	105.522597962761	1.66445293769174	120.58212594522	1.86438481759765	149.641151475535	2.05503004243553	181.720019421713	2.20953188404511	210.94825853237	2.40196973396008	243.702316100908	2.40065440830192	258.185707793482	2.50228185947312	263.276022173771	2.55679808882902	274.817710000134	2.69469554026226	301.030701731154	2.69652652122476	300.542440862474	2.71862919763767	305.209060996969	
0.0313013277823903	0.0984639399192194	0.0425786241666941	0.16650802654502	0.04997728452767	0.228689481497823	0.0539273060775711	0.29376734224415	0.0680187212928807	0.344473106461225	0.0756837936707393	0.405080138848548	0.070773612433424	0.471485538016295	0.077803909616256	0.527024013060052	0.0922157855630274	0.579091294418991	0.0933491060748493	0.6577709706549	0.13962441896853	1.26945635175062	0.172816622381235	1.8655072058898	0.210731516147475	2.4715357166556	0.231773170397219	3.07595442005673	0.262956446304118	3.68418473917439	0.290699279232564	4.26110161194468	0.311328181412835	4.88667241988735	0.330136634459093	5.48818696314349	0.339409067839658	6.1348531740927	0.386782268858179	7.28186022726016	0.427468998829959	9.14375414001969	0.488255487312286	11.0132137564014	0.497131405549644	12.2394373277599	0.558988077486267	15.2145773285464	0.626151863820378	18.2717175919405	0.746989638597251	24.4172811006428	0.823445448712745	30.3489868156744	0.911227350126992	36.5997519044091	0.97654227163322	42.4681253117748	1.07713054444109	49.8420778977082	1.13022917821923	57.4084811904863	1.1745136335173	60.9712135881994	1.28576223772994	72.7797865357829	1.45681416103273	91.4419059413721	1.55147564169361	106.106157209717	1.66718059775149	121.249750089058	1.86759794640739	150.474498875719	2.05915623166314	182.722345981809	2.21694451376505	212.1190278106	2.4063399074264	245.034211627474	2.40870098759424	259.597175517044	2.50611800735829	264.709484010211	2.57087365783311	276.306991583755	2.70594805188419	302.610790986777	2.70104003890829	302.191671502753	2.72458445024926	306.87462330914	
0.0311805642366658	0.0987451774955224	0.0426768210686137	0.166793287725693	0.0502234526949226	0.229464720192877	0.0540868091202049	0.294900121479383	0.0681764335826401	0.347597256993214	0.0761253377149845	0.407510221264771	0.0708400842173838	0.472972569059021	0.0778919807963994	0.530795811100433	0.0927279783467973	0.582166113960699	0.0935722636390048	0.661278564134944	0.140068933419563	1.27628841741818	0.173212074357276	1.87638435455274	0.211230200583288	2.48463849333551	0.232426282473207	3.09319552840039	0.263704035691701	3.70480096036815	0.291405812361551	4.28528153880093	0.312245271032116	4.91304142035126	0.331177947480919	5.51832968250051	0.340326380103234	6.16809067821817	0.3877403180502	7.3215485368923	0.428342524528912	9.19421598868327	0.490532425834261	11.0744193417754	0.499199377121946	12.3052958004957	0.561305155598009	15.2973020523074	0.629344459634059	18.3736154526344	0.748356688576216	24.5506371737679	0.826582366229727	30.5142667624959	0.912794889185384	36.7995913676879	0.978255313927337	42.7022299935913	1.0792379059523	50.1143034733383	1.14031335116175	57.7093840494718	1.17759809602452	61.3063406875314	1.28781410392889	73.1795027152417	1.45905461679958	91.942972363877	1.55403987632938	106.689090607932	1.67027933910108	121.917299727093	1.87025400226031	151.307920781706	2.06269456071457	183.723391042103	2.22168582614699	213.286563537006	2.41061455887875	246.370905327718	2.41378117119501	261.013977856061	2.50996262083762	266.140144428479	2.58161077803816	277.806852991321	2.71366156166029	304.192459765412	2.71064765676707	303.831603818888	2.73115464645056	308.538933923831	
0.0309986938663551	0.0984594724814565	0.0426780608263093	0.168038131254777	0.0501211535338723	0.231548525250773	0.0545034057247178	0.296693557634604	0.0684313741653718	0.349324074483684	0.0763995449345734	0.409838294760088	0.0710937975265057	0.475603438792028	0.0782689170115088	0.533562944961167	0.0931227655738945	0.586048331928589	0.0938232019386303	0.664374687679534	0.140757691168706	1.28268078243607	0.173771399246258	1.88562284122348	0.211551464377823	2.49843300982487	0.233222467748992	3.10988506097543	0.264350934466576	3.72505792389582	0.292172701587638	4.30844073616389	0.313226835077303	4.94040740158395	0.332233203685202	5.54773851970358	0.341336239739377	6.20126531807284	0.388812049470183	7.3612829469897	0.429287932905777	9.24435187446121	0.491908326529737	11.1351844115926	0.505547890975921	12.3688259669056	0.563601094570272	15.3799606521688	0.630806567298696	18.4749843221311	0.749457044506904	24.683840509998	0.833988513223936	30.6766596094732	0.914226750979245	36.9987826304856	0.979690128086485	42.9378359673269	1.08074880532715	50.3825914173099	1.14351587329352	58.0144257057824	1.18021114161735	61.6399068903024	1.29012200629808	73.5790847842562	1.46120331120394	92.4430627603701	1.55691888255949	107.27115973884	1.67391797657118	122.583739228673	1.87293926029142	152.1403592111	2.06614446735209	184.721902905115	2.22998749833723	214.448123898056	2.41464099576293	247.706824167616	2.41789049304104	262.430541776509	2.52090673753214	267.561834348135	2.58784493929941	279.307221038343	2.71866276749398	305.776035892588	2.72360251193188	305.473115658035	2.7394923723316	310.199429841437	
0.0311795271784184	0.0977470762293312	0.0427516187017875	0.169150086700307	0.0499646310931012	0.232442041907186	0.0550792002967839	0.29812305040725	0.0686210487824073	0.351148098763262	0.0763654400502318	0.412100360771065	0.0715259808649912	0.478417371609913	0.0785371923000003	0.536093173653235	0.0932951740989929	0.590003018430873	0.094177337182626	0.667777856620859	0.141252823965133	1.2903726916298	0.174198035805	1.89615609904208	0.211977986049189	2.51238887794262	0.233765371648511	3.12644560538002	0.264956014017212	3.74513956595713	0.292742470595738	4.33147234234019	0.314254203397457	4.96675172200081	0.333258984935637	5.5785848532323	0.342245213263653	6.23376195512539	0.390368612720481	7.40030582667389	0.430406638114862	9.29410684932424	0.493496752749719	11.1943643704631	0.510980782660638	12.436787365915	0.564952307039254	15.4647817829457	0.631895777719616	18.57412360549	0.750447781366306	24.8172934406663	0.839238239354465	30.8459628696259	0.915628508550788	37.1988828640729	0.981235096027048	43.170118982274	1.08263458639332	50.6491806289861	1.14545335545777	58.3142482306327	1.18547101634362	61.9692039105942	1.29281870126198	73.9788307660361	1.46321182495963	92.9443377991219	1.56567617333726	107.846478644047	1.67762089137024	123.248599207241	1.8774522164757	152.972112187112	2.07162164066521	185.720384965806	2.23878059323452	215.615823537227	2.41861857325284	249.040209810231	2.42194018635954	263.847671941057	2.5441213509385	268.978487675547	2.59391479792385	280.804430039343	2.72600878005294	307.353770764854	2.73139961421306	307.123806612041	2.74621007356797	311.862071526152	
0.0313331194433466	0.0988704767556448	0.0427672917999232	0.169306941787103	0.0502540959289097	0.232260579532907	0.055351286624201	0.298922678111068	0.0687657700302597	0.352305936395328	0.0765191784040192	0.414036609415554	0.0722616081271388	0.47995690596029	0.0786915142321548	0.539014848846353	0.0936170833699355	0.592795297999927	0.0942576706146576	0.6716200859276	0.141462251241349	1.29703269545986	0.17445159942438	1.90710507595517	0.212482530349194	2.52601016844132	0.234329636543098	3.14312745454418	0.265534924873179	3.76542842728146	0.293466418746782	4.35430604247879	0.315852103400348	4.99258474634849	0.334138637834951	5.60870196121973	0.343131084676569	6.26763229291025	0.391888133983157	7.4414032272945	0.431422365307319	9.3436392381025	0.495689571169373	11.2532146411578	0.512318576278883	12.5057303788715	0.566076211211065	15.5489491253062	0.633134869992306	18.6751106327493	0.751548844936261	24.9502415945231	0.841530443120645	31.0137219970233	0.917366463872308	37.3998622661289	0.982923714584493	43.4028974608073	1.08404964285537	50.9163807882423	1.14691990650584	58.6144730868161	1.19136467787937	62.3020846599829	1.30009212381655	74.3725268766586	1.46528686146882	93.4443164369113	1.580550499742	108.424055075067	1.68286180939759	123.912982348673	1.8889055816191	153.798768966238	2.07982561619181	186.717496119732	2.24369952705671	216.785207007533	2.42269208008228	250.373818970254	2.4270016192587	265.260987408519	2.55615826110227	270.422559138253	2.59891785800343	282.301251610169	2.74053526942988	308.926796870407	2.7381237303004	308.772321996616	2.75215914449104	313.525786094423	
0.031186846247553	0.0995896978556881	0.0429752887727602	0.169806348942105	0.050665812534088	0.23283180038615	0.0554459303806032	0.300633342976402	0.0689324365762337	0.354563258482165	0.0768950489707332	0.416091543475009	0.0729539897513871	0.481942834841009	0.0787542616047412	0.54136620540493	0.0939900815544662	0.596289212680306	0.0945495133294589	0.674944674530424	0.141890495731436	1.3028553239198	0.174809650495635	1.91682470712817	0.212947270565454	2.53976836335199	0.235125300249135	3.16048521103478	0.266229435294181	3.78477991247897	0.294396966402219	4.37797141363701	0.317464907666939	5.01944175981832	0.334979012178389	5.63824816849604	0.343892507810367	6.30225141400953	0.392932912700751	7.48236372350315	0.432520396927618	9.39322005565234	0.497213033562162	11.3140178951987	0.513381567565324	12.5714752302586	0.567885832814924	15.6312584792187	0.634623542434375	18.7745851922191	0.752877721842159	25.0833406226299	0.843834328812245	31.1806224450476	0.919097196507847	37.6003089516975	0.98463526100284	43.6360447430627	1.08541926481535	51.1831786161653	1.14851609035157	58.9143999197898	1.19468218499347	62.6373458697592	1.31049304757385	74.768733832823	1.46802601463144	93.9424398802203	1.58749708297911	109.016599721796	1.68779052040194	124.579868885067	1.89955066428453	154.631937552496	2.08582648262077	187.71773651736	2.2471623640661	217.950000920409	2.42680878642004	251.707443031437	2.43624307912502	266.669862330157	2.5609160495116	271.861892031925	2.60311955192083	283.799086459909	2.75097997094067	310.508674265288	2.7452578300519	310.418274381587	2.76546341181088	315.179278466601	
0.0310952133660907	0.0996025981279253	0.0432012233603997	0.170554812114411	0.0507289289752616	0.233766207922412	0.0556205986173283	0.30245454418456	0.069189884043602	0.356232333975752	0.077140896733914	0.417797086066425	0.0733725290394974	0.484773065803175	0.0789406547648857	0.541898747269333	0.0940977763299498	0.599366418735997	0.0948270766601755	0.67781768812133	0.142312127164748	1.30887015406694	0.175222942706517	1.92665097473089	0.213381859932149	2.55262806485148	0.235913448702933	3.17796217680925	0.266912503270633	3.80486900512053	0.295018793877277	4.40110406830785	0.318344654079775	5.04634999602733	0.335876812503475	5.66878995955732	0.344698824094615	6.33586517243728	0.393744977375691	7.52215820390375	0.433984621648603	9.44385978691923	0.498288417783519	11.3740677093126	0.514469027012526	12.638102044082	0.57160693383875	15.7118048395811	0.6359144035036	18.8740224987878	0.754350960170702	25.2166482669834	0.84616357977272	31.3485287214048	0.92058963618455	37.7985353643537	0.986249271937286	43.8691137942254	1.08714988911763	51.4506469963102	1.15028009645929	59.2141218618069	1.19676850910047	62.9721525941407	1.31561712381514	75.1736281655507	1.47345641701265	94.4400194311715	1.59052749202717	109.603496828701	1.69169465060442	125.247105598733	1.9046387253674	155.465195545717	2.08982954409447	188.718975292741	2.25043342137257	219.113558036964	2.43482898091894	253.032603233465	2.44761269699422	268.079333298215	2.56549477598078	273.295592286932	2.60753036703529	285.297547158389	2.75630271891504	312.091892764614	2.75316018285539	312.062379022658	2.78025375350597	316.83771802406	
0.0310334425878153	0.0988539821605169	0.0432500655252103	0.170986567418729	0.0508554318509345	0.23520882652197	0.0558514916042022	0.303641223711239	0.0695083492341805	0.357085629140383	0.0771964101573373	0.419728357956143	0.0737151708694068	0.487149800900705	0.0792714499329647	0.544507789130535	0.0942191396088478	0.602182796275525	0.0952443593001792	0.681845716272882	0.142737935029754	1.31632166563251	0.175501170169176	1.93652508902861	0.213821039403657	2.56506145346269	0.236986834178034	3.19433482689334	0.267598722138372	3.82528149951076	0.297417955658556	4.42242017838319	0.31899309687688	5.07390410441115	0.336663443306002	5.69916970049832	0.345876101676521	6.36833061018506	0.394585587850135	7.56298552099055	0.43597824586184	9.49376377338711	0.499387215719305	11.4341752654233	0.515675608007351	12.7049514439901	0.574686260006213	15.795888362914	0.637051394564945	18.9751138341705	0.75557630400918	25.3505277433706	0.848513229785548	31.5148070459788	0.921958934213154	38.0003604072673	0.987760947581189	44.1023542087338	1.08877667456144	51.7196799983062	1.1518397092785	59.5136873416388	1.19847478065024	63.3057970280043	1.31790835725642	75.5761904666624	1.47995490096943	94.9387985255418	1.59334506862174	110.185953389781	1.69510779001233	125.912978856214	1.90811013726205	156.298677056346	2.09326648981836	189.719767033307	2.25391212115703	220.283433245566	2.45246833413478	254.35433616858	2.45616767488541	269.49089042874	2.57022074224436	274.730276018532	2.61289351251188	286.795113787241	2.76154427870989	313.67299529915	2.76036191181236	313.709612907432	2.79037095223105	318.502296859639	
