X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	X_La55Al25Cu10Ni5Co5_Pd_[¦Ìm]	Y_La55Al25Cu10Ni5Co5_Fn_[mN]	
0.0280953867090554	0.0959126182270297	0.0327543796701499	0.160787585266943	0.04238701411821	0.224965574717678	0.0510485474661471	0.277656179605113	0.0470649342656666	0.3415847715233	0.0642914763256571	0.391304538256474	0.0607567096628235	0.448302908432951	0.0650066208329073	0.506722144143116	0.0777324811827138	0.554639845208375	0.0813791443571271	0.611041676246677	0.115541079547449	1.1913458800183	0.158613097748212	1.77401613687269	0.195244555473154	2.34278126358785	0.201727837354014	2.92082153597495	0.214335875214543	3.47166428100154	0.24257695403341	4.02741586155774	0.260393444741397	4.54411204799571	0.277973251759105	5.30170125159562	0.297451620770459	5.75014428587062	0.322304981155345	6.92058510374351	0.373847325389492	8.63583139016768	0.407346790460538	10.2724553958354	0.447534796172107	11.4895459955459	0.486566806143895	14.3326379875292	0.515011300502419	17.2948419156402	0.618313548242596	22.933506107002	0.706218775443524	28.5080788768883	0.788154779455294	34.3939742904777	0.853249727447706	40.3656975367465	0.902310483973708	45.8647556395217	0.974126928338895	53.9682124750144	1.01424351933301	57.6615960855459	1.08649727953723	68.7178741898403	1.21385645279809	85.4467408427166	1.37009982336422	108.48512915479	1.42116495445399	113.81290091434	1.60419833320901	143.097921862913	1.7545612538326	172.838131327536	1.94382034729663	210.929373345084	2.06431088314008	240.849520252482	2.19986871168909	259.065257871567	2.37834820622103	291.136048577492	
0.0279880420679288	0.0961552786778945	0.0324969496854503	0.161217419718543	0.0425167896395915	0.225514050928499	0.0513503483592464	0.279169666028468	0.0472106479163038	0.34418726502296	0.0643075974175982	0.393802665425073	0.0611122387707543	0.451409858601957	0.065265060135535	0.509841550750966	0.0777694632455419	0.557712045405466	0.0815131836347889	0.614427324682899	0.115743057788463	1.19746292281315	0.158875284477512	1.78513601147011	0.195701070353187	2.35693829737216	0.202260734949142	2.93740070683014	0.215447163586028	3.49099574276464	0.243524041107609	4.05166982855516	0.261172794481485	4.56999536376003	0.278534942940824	5.33275154475849	0.297957928358026	5.7847862243719	0.32287287216018	6.960123004787	0.374471409965528	8.68641524208274	0.408640793978074	10.3336470113714	0.448518157498109	11.5557825852291	0.491062485742276	14.4140197442014	0.515824132138893	17.3951788797732	0.619397352833593	23.0662400566768	0.707707250331623	28.6754673379186	0.790980943216988	34.5995208982227	0.854690401037401	40.5995526241249	0.905058312406407	46.1306072437539	0.975699624895708	54.2688173107902	1.01614737972482	57.9952293435391	1.08931905982526	69.1173221484105	1.21773350900526	85.9436125885448	1.3737998090549	109.083783277318	1.42422823221565	114.480383497154	1.61018860979616	143.926664804507	1.75881837278277	173.836285562696	1.9495217249541	212.09142544443	2.07042484607038	242.187629562971	2.20391106223911	260.564910662886	2.38336380477194	292.803071203391	
0.0280797086741825	0.0958051305103007	0.0329171595712718	0.160984094320853	0.0424780546908807	0.226328288754513	0.0512755709270364	0.28115833066912	0.0474175815908769	0.346224707681141	0.0646214321800073	0.395485507029812	0.0610696719622372	0.454162906209418	0.0653718843747027	0.512529172950668	0.0779583853364717	0.560240120414182	0.0816161380511158	0.61715965036406	0.116202246449058	1.203072045583	0.159243624174865	1.79428753589957	0.196293791829492	2.36872395116348	0.203560034243391	2.95245576836437	0.216285735296422	3.51128343993581	0.244199988779531	4.07474986350304	0.26270839274673	4.5958418922844	0.279033994378831	5.36264792930622	0.29853189971186	5.81809031805828	0.323548222764088	7.00054240260549	0.375056530251761	8.73555926936583	0.409833517172359	10.3935552644607	0.449717576529187	11.6214920463601	0.493755051373575	14.5003561367352	0.516797907140384	17.4936140832992	0.620572898484261	23.2001530606751	0.709728681162232	28.8406616030673	0.792430808640413	34.8005748060812	0.856196436297829	40.832353454399	0.907488534217346	46.398388548269	0.977570536119239	54.5681443720543	1.01816603476576	58.3291531741618	1.09178689902094	69.5159728948946	1.22417986912497	86.440670598879	1.37730681721047	109.68408397808	1.42777504722849	115.146457920301	1.61826915730482	144.757434303927	1.76640627144561	174.832338734228	1.95939863899155	213.253015607801	2.07520032336893	243.522833147166	2.20858182892616	262.06501048902	2.38772850489001	294.47164354998	
0.0283454428824945	0.0964613199925261	0.03319488716983	0.162214429591144	0.0426143866460783	0.227250792824684	0.0512431777146398	0.28221983462695	0.0474326389669169	0.347991310105955	0.0651051012831851	0.397306300784363	0.0611020315306028	0.455711579162124	0.0656881505089484	0.514909400507687	0.0783037122159367	0.563051201056818	0.0819082302759671	0.620262875242944	0.117276212947222	1.20908699214546	0.159554456027314	1.80326210904826	0.196845346694209	2.38290310385789	0.205841723083906	2.96843190788114	0.217019952640939	3.53146962295116	0.244836859425051	4.09751743974198	0.263864603756654	4.62296805796551	0.279698093494256	5.3928004275498	0.299196715482913	5.85244494355894	0.324891456653725	7.04009380782567	0.375936022521191	8.78547256905902	0.410828116869767	10.4542737681513	0.45147987704212	11.6881589070523	0.494855602032228	14.5861374610409	0.517762963524824	17.5928334603958	0.621694622883882	23.3334029630317	0.712781223673901	29.0061352649751	0.794004321254201	34.9997958711998	0.857932352305175	41.065094680031	0.909275189301469	46.6648883529823	0.979569543658988	54.8666220671708	1.02206468824473	58.6600744209466	1.09355537119284	69.9165533416616	1.22879994923968	86.9424224747662	1.38069656387916	110.283751379522	1.4309060734049	115.814029910078	1.62608113267464	145.590915814555	1.77767265422162	175.828064080229	1.96725845076144	214.422130857218	2.0797370178126	244.853894208745	2.21981813901036	263.557004083849	2.39182559127585	296.137891315534	
0.0282114103409092	0.0975557840367826	0.0329725779765078	0.163865548022191	0.042869600077222	0.228522862985867	0.051366137097083	0.282717597415609	0.0474654511114888	0.349561694515151	0.0653537494664174	0.398292484032548	0.0614082482664162	0.458541373566855	0.0662224058792781	0.51791082019247	0.0785888109794869	0.565603199413034	0.0821899798347266	0.624474606763613	0.118548835737356	1.21578494736864	0.160146646990267	1.81353168617545	0.197469479559364	2.39662427869798	0.207252387600689	2.98623949315391	0.217876698040402	3.55191937024262	0.245494128648531	4.12093554476838	0.26454415721273	4.65091751276348	0.280479871739449	5.42168353318448	0.299642166925917	5.88628687600663	0.327714428656728	7.07746917795362	0.376716069327095	8.83621753977184	0.411670242335356	10.5140572240215	0.453050611200673	11.7560029594229	0.49572438116705	14.6681487917436	0.518569591624523	17.6938148997198	0.622741650364135	23.4632889284087	0.715424108056488	29.1731903125395	0.795566615816883	35.1997843460835	0.859999243173473	41.2986480189096	0.910916742727388	46.9317606867078	0.984349631273266	55.1643733307135	1.02630147333299	58.9929998738167	1.09738072660178	70.3142504138746	1.23186529733162	87.4436826123575	1.38406987333301	110.884081882604	1.43540252233326	116.478889888646	1.63554218734582	146.42274329637	1.78611956493392	176.828721710351	1.97165368252708	215.58984539755	2.08414480268881	246.187115938596	2.2328552354595	265.053676643071	2.39630158949429	297.803066197532	
0.0279413322454644	0.0971374674255393	0.0329962829213292	0.163284722905354	0.0430325033509354	0.229759382819835	0.0515676243186461	0.284649887939344	0.0477959691645371	0.350394413272627	0.065565864600713	0.40081127491979	0.0615811132530852	0.460205181267379	0.0665603065409444	0.519950765779951	0.078823078462375	0.569424706793474	0.0824563419712755	0.627946460741554	0.119338479284045	1.22285845840219	0.16082576855134	1.82306272453604	0.198054777160726	2.40988910549818	0.207864843979927	3.0030386889569	0.218661241591885	3.5713393076461	0.246250372569436	4.14368216625039	0.265142279655652	4.67690560231247	0.28180593623173	5.45102997177802	0.300124538492983	5.91927292304889	0.329614754726265	7.11902758322676	0.377281108272941	8.88608613598357	0.412397714471289	10.5744106492802	0.453917875978808	11.8235992800004	0.49660997533682	14.7502662932148	0.520650613843339	17.7928759519862	0.623881838411378	23.5960750321452	0.717318681456915	29.3404875039618	0.796971686018429	35.4008643309728	0.862577262242348	41.5322795888808	0.914100038557354	47.1948704774105	0.98982667409727	55.4638494035825	1.02853169554712	59.3281008961178	1.10235565798469	70.7122008058159	1.23500746941384	87.945225871998	1.39018294814915	111.480739249628	1.44192352211909	117.143593405029	1.64046316392552	147.257923539293	1.79222745792316	177.827352782646	1.97538084844741	216.753432316426	2.08871011492322	247.518489924545	2.2415691340314	266.554044690094	2.40332894387507	299.466005905458	
0.0278871657531356	0.0976530417575919	0.0330940139305847	0.163681437199467	0.0429692565493351	0.232402316089994	0.051798040581865	0.286056330479363	0.0479207849144359	0.352792132230919	0.0659102848434698	0.403593775602275	0.0617648656858963	0.462133892020138	0.0667929188482467	0.52213413503711	0.0788723844956756	0.572038987343909	0.0830602515683179	0.630169061960306	0.119873146461929	1.230836749274	0.161424072631287	1.83359202423389	0.198712612156862	2.42310201106731	0.208499549591501	3.02017176388704	0.218920445455031	3.59182421236307	0.246869147655119	4.16778013672397	0.265454129653206	4.70298356448565	0.282874091594218	5.48105022222229	0.300646667065436	5.9525928492183	0.330381647607773	7.16034011935189	0.377893736210492	8.93527579807065	0.413227220166715	10.633062548276	0.454904885248778	11.8897362181728	0.497451896569159	14.8348294476508	0.525743065842359	17.8887351173932	0.625258017927284	23.7313589429082	0.718761336013466	29.5067844549864	0.798179142660049	35.5999289339064	0.86524964548459	41.7658701806606	0.917928087287314	47.4610424565931	0.992506960991016	55.7684701021093	1.03014927273678	59.6619315944875	1.10515173325737	71.114040400644	1.23799363931246	88.4470075502063	1.39680504644668	112.080332145267	1.44652063364189	117.811366560472	1.64336793677767	148.09164346849	1.79776281207525	178.826103064226	1.98002793845858	217.917317258512	2.09419747597362	248.851652049754	2.2485910888078	268.048154249712	2.4126427232384	301.129392648198	
0.0283206319331756	0.0990072429244226	0.0331409498294192	0.164985958130067	0.0428596651412409	0.232375278632784	0.0519450692512518	0.286877320393722	0.0478805748264319	0.354715342359983	0.066434670767264	0.405245243279271	0.0619726021110529	0.465238775817279	0.0668403494889151	0.525312447795007	0.0791758143388988	0.575452866494333	0.0833251860106389	0.634275437619726	0.120295467594907	1.23677579305024	0.161936015261804	1.84371584938507	0.199308381962555	2.4362366855439	0.209376444512897	3.03694139019969	0.219271263680143	3.61248141174817	0.247392534342523	4.19079265078839	0.265894806275216	4.73000402505956	0.283268763427507	5.51109748101994	0.301117021727814	5.98523989485951	0.33136286470036	7.20027057284194	0.378979986588551	8.98443472651423	0.414077752590984	10.6929046774655	0.456303838436485	11.9564449883788	0.498423042511061	14.9186279862893	0.529149523669188	17.9893254012545	0.626903466604218	23.8637818308579	0.719904412778829	29.6743480046524	0.799473113560759	35.8001446514875	0.867442254996744	41.9996135093353	0.92011953023059	47.7291888395401	0.994300944288659	56.0685533972681	1.03400187776547	59.9917687818469	1.10758657508879	71.5152466961515	1.24128266248996	88.944326330849	1.40037377954273	112.681839840028	1.45110893930018	118.47624889078	1.64599203812642	148.926287269636	1.80161506905335	179.830173060099	1.98749690145395	219.084093025733	2.10177518963998	250.181476315013	2.25368896160608	269.547270599254	2.42224943440224	302.792034332914	
0.028528721044376	0.0985852665066732	0.0331902253095205	0.165632034031689	0.0429940517993172	0.232287123134517	0.0517931768864913	0.289218548819782	0.0481546763903866	0.355826235515752	0.0668267881952163	0.406266874991269	0.0620650842677527	0.468101806794813	0.0671154464475278	0.527838078082081	0.0795799716402786	0.57885754883477	0.0834335698571453	0.637283143731588	0.120648135537269	1.24348329432935	0.162176650793772	1.85434270511797	0.199984513992702	2.45065192849975	0.210040279240409	3.05382161106283	0.219737937482138	3.63191485332834	0.247867979410391	4.2134629038229	0.266690939152452	4.756312489559	0.284198711450896	5.54075917229001	0.301568929785774	6.01818030709778	0.332328546668796	7.24093816811478	0.380620345031816	9.03360948744082	0.414981478348247	10.7528678785841	0.45749288623315	12.0235486393378	0.499494655487133	15.0027478312008	0.530132240452986	18.0915659886396	0.628548447495284	23.9963351039618	0.721064862889564	29.840982094433	0.800921451070918	36.0005615347351	0.869292231005593	42.233170573504	0.92165800738535	47.9968211324504	0.995955310463472	56.3687335499701	1.03986280904028	60.3245340472418	1.1121197335753	71.9130555270682	1.24527146957162	89.4423678177752	1.40275064590612	113.283086764481	1.45894977385393	119.139372884152	1.64847838381006	149.760603245252	1.804999657737	180.831575748245	1.9937649946737	220.254236455223	2.10794520544194	251.513848678715	2.25928976884635	271.051095715509	2.43040058747101	304.45834170311	
0.0281682842564516	0.0990803808468865	0.0332479164692655	0.166249573628904	0.0432170311228864	0.233029649125692	0.0517635361950606	0.290039684253286	0.0485892911210842	0.357063613912678	0.066967972728119	0.408685810640957	0.0621587457320387	0.470540445736784	0.0676970009732437	0.53078519002181	0.0797310926341977	0.581956291723977	0.0839084777178024	0.640314365737343	0.120971692442991	1.25026285668925	0.162569285097013	1.86383800397646	0.200646774118587	2.46281453508525	0.21042610925724	3.06996888109456	0.220362125827917	3.65190243181409	0.248270087173435	4.23736296825878	0.267612033953578	4.78355693320147	0.284939840416732	5.57140992808735	0.302159441256861	6.0520660117044	0.332972130383474	7.28070331185568	0.382645724446186	9.08428460896386	0.416019156444214	10.812538644428	0.458357334758754	12.0897489074423	0.500799262182032	15.0852369303617	0.53132616415404	18.1917651170381	0.630293113554843	24.1302071297687	0.722440991526117	30.008607111386	0.80229935303293	36.2004755038164	0.871037714588726	42.4657329852103	0.923208655671818	48.2632501566514	0.997644979162714	56.6683176562526	1.04304042546427	60.6603540505363	1.1159605430746	72.3130995320577	1.24844291535761	89.9422123451203	1.40533826369437	113.882299680527	1.46418958818835	119.810245480976	1.651293328283	150.592207209659	1.80892359764178	181.832769820144	1.99897895644741	221.420103251654	2.11223598762834	252.848396611849	2.26716758969365	272.549437204705	2.4359780225191	306.123129154935	
0.0281377807201195	0.099435018280115	0.0332486890013417	0.167619199825144	0.0434765053271704	0.234894986290641	0.0519946572133566	0.291219786314594	0.0489226532033608	0.359014618198508	0.0672099188812554	0.410753928734982	0.0624539295520349	0.472286297131468	0.0679169989091416	0.534056751448061	0.0798169914404034	0.584714461605356	0.0841313640429878	0.644260612129195	0.121019423985248	1.25725336360229	0.163063341994673	1.87319395370134	0.201124346632823	2.475579008856	0.210786841556708	3.08698228107954	0.221074813127767	3.67138406933522	0.24890690398851	4.26066884892028	0.268169393830483	4.81017180281341	0.285606755048364	5.60069210542629	0.302666803252927	6.0852588123484	0.333539938267768	7.32107241825753	0.384549735677659	9.1344661295458	0.416786653704575	10.8728184952069	0.45931593461268	12.1557629110407	0.502936392124515	15.1666438327422	0.532537579236869	18.292128158202	0.633657925461974	24.2629950961503	0.723732372738921	30.1756025543085	0.803843091747054	36.4018497866253	0.873138945587625	42.6992192688667	0.925302081803314	48.5293103771303	0.999558757709273	56.9664339982273	1.04477869970541	60.9945684537885	1.1180023124446	72.7137395834667	1.25137825190047	90.4430105467365	1.4088722531905	114.4810879135	1.4672851299152	120.477959031777	1.65608027185109	151.421665406956	1.81571145564148	182.830223700761	2.00396216014796	222.587981704751	2.11677591596742	254.178951033972	2.27340062092301	274.05201062348	2.44132737705227	307.785890048935	
0.0284811748571308	0.0988361560652089	0.0331462733420243	0.168594250858708	0.0435554738666779	0.236469983656745	0.052359477934555	0.292360074337728	0.0491218733878658	0.360879911707714	0.067543454853098	0.413239774087711	0.0627188278939666	0.474479940040291	0.0679412267653921	0.537341758843344	0.0806733175584628	0.586619656464222	0.0843693553493517	0.647223672967258	0.121375491391804	1.2640722743391	0.163535727519461	1.88325863987184	0.201578445059644	2.4888894704602	0.211160383662713	3.1032268743157	0.221566244164319	3.69108247217528	0.249493873814472	4.28449627019879	0.268500013397662	4.83727421977	0.28862031465558	5.62848789200675	0.303108590919479	6.119358721137	0.334440549138117	7.35988854433997	0.385582367256734	9.18548490908255	0.417877288446634	10.9327034652329	0.460184900436951	12.222264927645	0.506503867277944	15.2486765838631	0.533331294534486	18.3926346230356	0.639866917112274	24.393885027215	0.724837629347178	30.3416536361851	0.807379274933242	36.6012608415401	0.875533395496327	42.9336368750535	0.927758155909541	48.7955009827636	1.0013574618374	57.2670574604537	1.0464309438646	61.3273374444735	1.11998177770208	73.1144168877769	1.25492579907857	90.9426017543533	1.41306462968059	115.080747864361	1.47042326340419	121.14266999874	1.66522925904633	152.24550586675	1.82176688579222	183.830523703031	2.00761552761909	223.757409878538	2.12553520306336	255.502829736197	2.27726849925351	275.554703251538	2.44718911439393	309.454372988562	
0.0284479564529144	0.0990546312341129	0.033440914035068	0.168950161584459	0.043741382526624	0.237300053965775	0.0524718470471579	0.294168644484068	0.049326868223458	0.361842113400742	0.0676963306391984	0.414706752592205	0.0629263406911104	0.477547367209414	0.0677842723830281	0.540280954541565	0.0822111926338591	0.589698084880735	0.0846432755556945	0.650148142127967	0.121884455515937	1.26987511219526	0.163950573441247	1.89346395574443	0.202142373144336	2.50211820851235	0.211725805612098	3.1197068593214	0.22190792048045	3.71220929094632	0.250560063539179	4.30688805779671	0.268847022589097	4.86418944089798	0.292245733929124	5.65858637354357	0.303722097446395	6.15294128025998	0.335674942981611	7.39872050290543	0.386328082407071	9.23621218466729	0.419068658109073	10.9925046162311	0.461097224504752	12.2894682301147	0.509312026615681	15.3318604496316	0.534396135366408	18.4921799630178	0.645031581040796	24.527052973189	0.72586231464906	30.5085149686632	0.811577281664591	36.7990104170608	0.878608859981118	43.1654765804762	0.929728116644843	49.061576104403	1.00365537374644	57.5664553022302	1.04807836512035	61.6605869975842	1.12168714430017	73.51395425331	1.26193116588345	91.4384378695277	1.416588371101	115.681972437073	1.47393923382819	121.807962110962	1.67351823458611	153.079285400588	1.82538696803911	184.832582042239	2.01085455293535	224.922963750599	2.13609580752945	256.835172297578	2.28249486114457	277.051316206118	2.45248557693516	311.123094346756	
0.0283076757729351	0.0989658500035216	0.0336266644109223	0.169089336095093	0.0441167361423709	0.237703287517601	0.0523423257404577	0.295625494856044	0.0494629116782035	0.363375885192961	0.0678740175659721	0.415899631234477	0.063004661395358	0.478779506917107	0.0678703083555884	0.541667460958668	0.0829266872106412	0.592475637912278	0.084762083591031	0.653505850888278	0.12215964352879	1.27603767337879	0.164243586362859	1.90327636992451	0.202755128617824	2.51592646200903	0.212221630890506	3.13639010546937	0.222377800377877	3.73141409284529	0.252370151991832	4.32995924518055	0.269611777153985	4.89050535597766	0.293410534084792	5.69077055188718	0.304246620082487	6.18505793772013	0.336998010268277	7.43984910283081	0.387274013517837	9.28566820499806	0.419787699034106	11.0507681537317	0.462442785949921	12.3557662870848	0.510614668010392	15.4158126564877	0.535415519530784	18.5915446264291	0.646939969875362	24.6630614528806	0.727581564187861	30.6737259976174	0.814069452605795	36.9998184557712	0.881821832640777	43.3978452770961	0.932591785063503	49.3240861233962	1.00602804204853	57.8663486075928	1.04952379311169	61.9924172151586	1.12336250427855	73.9134245636208	1.26941585305059	91.9386549258849	1.41997629878028	116.281639838514	1.4772549731112	122.47467728401	1.67781794011812	153.919874764768	1.82847018439812	185.832733032904	2.01423900650718	226.089426593449	2.14190626175096	258.175203857771	2.29650676551938	278.540597789739	2.46054014597954	312.786630101101	
0.0281598060224894	0.099734460301504	0.0332916665347505	0.169853850029133	0.0442366358565717	0.239239154785514	0.0523586448985197	0.296142960936986	0.0497862063409559	0.365956667236132	0.0681661639181279	0.418461583100236	0.0632261329658811	0.480957142719939	0.0682356177795756	0.544741931254427	0.0833649598475458	0.595787479037967	0.0848986193749026	0.656937541582096	0.122079816622722	1.28304634108116	0.164500843106994	1.91367388748431	0.203278468052258	2.53031655925656	0.212903617537421	3.15365007309427	0.222920150847682	3.75123519742873	0.253664716660368	4.35370703838271	0.270116173632709	4.91697354229106	0.294155059499665	5.72156286870913	0.304544729145914	6.21894224534295	0.338482700200455	7.47910434748633	0.388443647356984	9.33545391350458	0.420579675220737	11.1095485752366	0.465015816296476	12.4210063616605	0.511788145883436	15.4999176002387	0.536066464090166	18.6918517882411	0.648067000741476	24.7978163724464	0.731273516494221	30.8388494822538	0.817289730923586	37.1977840981189	0.884777746386663	43.6314805723574	0.937405324949504	49.5897216608013	1.00854944030188	58.1659662414864	1.05139897273499	62.3195461165997	1.12516468884926	74.313394062808	1.2728193632992	92.4416137957716	1.4233418872149	116.881873484054	1.48080583018627	123.141258346614	1.68151662138066	154.754399356631	1.83135558863922	186.832854221248	2.01779812776568	227.255442401485	2.14632440001801	259.509483570015	2.30991295588583	280.038879674293	2.47363369119373	314.446410763003	
0.0281289122321672	0.0994441641584017	0.0334974141030855	0.170109934621158	0.0443286292071642	0.240169036676354	0.0528512602892836	0.297176612530392	0.0499549793959912	0.367612529591318	0.0683082928354073	0.42053162204698	0.063439336664929	0.483958969858328	0.0682560350334598	0.547479437417163	0.0835633894788798	0.598737093906997	0.0852688928704608	0.660393504869362	0.122172946589939	1.29079995039252	0.164935498711101	1.92359747829145	0.203962690641704	2.54340699591295	0.214202632158371	3.16927813081531	0.223303295017507	3.7715035696574	0.254380451046869	4.37682386057054	0.270451489210627	4.94486432376962	0.295032243465739	5.75135820476232	0.304988991575208	6.25103189444973	0.339435642677209	7.51983760099756	0.39046408681813	9.38323262195814	0.42161134437105	11.1701916418023	0.467093334061978	12.4891735829491	0.513289621208259	15.5827764344441	0.537059928400534	18.7912090010722	0.649057461239634	24.9317591787656	0.737919287172808	31.0016297594037	0.823269468700115	37.3952244745595	0.887122674282537	43.8654436931493	0.940340054433289	49.8601218442718	1.01144663844039	58.4660718883859	1.0533895110571	62.6549675138512	1.12814082518496	74.7108750681939	1.27519454572673	92.9414657736969	1.42593299099011	117.48260631847	1.48809597836269	123.804255680122	1.68473833972614	155.588253396271	1.83530702051127	187.83197703184	2.02293177360167	228.419565762139	2.15056219134095	260.841885736039	2.31501426400712	281.540022581661	2.48231260924288	316.114685086383	
